evaluation_mode,train_size,validation_unbalance_rate,use_scale_free_distribution,validation_sample_only_edges_with_heterogeneous_node_types,markedness,diagnostic_odds_ratio,informedness,false_discovery_rate,specificity,positive_likelyhood_ratio,fowlkes_mallows_index,fall_out,miss_rate,balanced_accuracy,prevalence_threshold,precision,negative_predictive_value,negative_likelyhood_ratio,threat_score,matthews_correlation_coefficient,accuracy,prevalence,false_omission_rate,f1_score,recall,auroc,auprc,time_required_for_training,time_required_for_evaluation,task_name,model_name,library_name,graph_name,nodes_number,edges_number,evaluation_schema,holdout_number,holdouts_kwargs,use_subgraph_as_support,number_of_threads,python_version,platform,number_of_holdouts,number_of_slurm_nodes,time_required_to_compute_constant_node_features,time_required_to_compute_constant_node_type_features,time_required_to_compute_constant_edge_features,time_required_for_setting_up_holdout,time_required_to_compute_node_features,time_required_to_compute_node_type_features,time_required_to_compute_edge_features,features_names,"('model_parameters', 'training_sample_only_edges_with_heterogeneous_node_types')","('model_parameters', 'edge_embedding_method')","('model_parameters', 'training_unbalance_rate')","('model_parameters', 'prediction_batch_size')","('model_parameters', 'use_edge_metrics')","('model_parameters', 'use_scale_free_distribution')","('model_parameters', 'random_state')","('model_parameters', 'n_estimators')","('model_parameters', 'criterion')","('model_parameters', 'max_depth')","('model_parameters', 'min_samples_split')","('model_parameters', 'min_samples_leaf')","('model_parameters', 'min_weight_fraction_leaf')","('model_parameters', 'max_features')","('model_parameters', 'max_leaf_nodes')","('model_parameters', 'min_impurity_decrease')","('model_parameters', 'bootstrap')","('model_parameters', 'oob_score')","('model_parameters', 'n_jobs')","('model_parameters', 'verbose')","('model_parameters', 'warm_start')","('model_parameters', 'ccp_alpha')","('model_parameters', 'max_samples')","('features_parameters', 'random_state')","('features_parameters', 'embedding_size')","('features_parameters', 'epochs')","('features_parameters', 'clipping_value')","('features_parameters', 'number_of_negative_samples')","('features_parameters', 'walk_length')","('features_parameters', 'iterations')","('features_parameters', 'window_size')","('features_parameters', 'return_weight')","('features_parameters', 'explore_weight')","('features_parameters', 'max_neighbours')","('features_parameters', 'learning_rate')","('features_parameters', 'learning_rate_decay')","('features_parameters', 'central_nodes_embedding_path')","('features_parameters', 'contextual_nodes_embedding_path')","('features_parameters', 'normalize_by_degree')","('features_parameters', 'stochastic_downsample_by_degree')","('features_parameters', 'normalize_learning_rate_by_degree')","('features_parameters', 'use_scale_free_distribution')","('features_parameters', 'dtype')"
test,0.8000050950870623,1.0,True,False,0.7705118227440435,66.43009183646144,0.7632953315075472,0.15202810603641004,0.833259028087383,5.577731092436974,0.8880566680488879,0.16674097191261705,0.0699636965798357,0.8816476657537736,0.2974665906092393,0.84797189396359,0.9225399287804534,0.0839639226477108,0.7971232054151427,0.7668950887650142,0.8816476657537736,0.5,0.0774600712195466,0.887110247102957,0.9300363034201643,0.9341034675524986,0.8820552719540915,19.61078906059265,1.384385585784912,Edge Prediction,Random Forest Classifier,scikit-learn,AmanitaMuscariaKoideBx008,4229,157014,Connected Monte Carlo,6,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.430511474609375e-05,2.384185791015625e-06,1.430511474609375e-06,25.685757160186768,25.530935287475586,3.337860107421875e-06,1.6689300537109375e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,294,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
train,0.8000050950870623,1.0,True,False,0.7796119977518874,75.81164616107513,0.7707782695920771,0.1516876164710792,0.8321657166512754,5.592495968124466,0.8923209355357393,0.16783428334872463,0.061387447059198186,0.8853891347960385,0.297190433065117,0.8483123835289208,0.9312996142229667,0.07376829618291401,0.8037206702387283,0.7751825504875752,0.8853891347960386,0.5,0.06870038577703334,0.8911808613163514,0.9386125529408018,0.9443973789851746,0.9301903024549099,18.38725256919861,1.398930549621582,Edge Prediction,Random Forest Classifier,scikit-learn,AmanitaMuscariaKoideBx008,4229,157014,Connected Monte Carlo,7,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.430511474609375e-05,2.384185791015625e-06,1.430511474609375e-06,25.853225708007812,25.698336839675903,3.337860107421875e-06,1.430511474609375e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,336,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
test,0.8000050950870623,1.0,True,False,0.7809125717519367,75.15191814857106,0.7733902299216611,0.1478656768356339,0.8376218075281829,5.762894685232399,0.8929727830426039,0.16237819247181706,0.06423157760652187,0.8866951149608305,0.294065495090262,0.8521343231643661,0.9287782485875706,0.07668326806828117,0.8050464370839155,0.7771422993351642,0.8866951149608305,0.5,0.07122175141242938,0.8919952645478554,0.9357684223934781,0.9352582354503169,0.8787744111890154,18.38725256919861,1.398930549621582,Edge Prediction,Random Forest Classifier,scikit-learn,AmanitaMuscariaKoideBx008,4229,157014,Connected Monte Carlo,7,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.430511474609375e-05,2.384185791015625e-06,1.430511474609375e-06,25.853225708007812,25.698336839675903,3.337860107421875e-06,1.430511474609375e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,336,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
train,0.8000050950870623,1.0,True,False,0.7844151258064569,79.89461449703956,0.7758653631818615,0.1487392413822931,0.835732254880107,5.723175341669092,0.8945939989596255,0.16426774511989295,0.05986689169824544,0.8879326815909308,0.2947838676998306,0.8512607586177069,0.93315436718875,0.07163405665949062,0.8074887518291098,0.7801285320183927,0.8879326815909308,0.5,0.06684563281124997,0.8934924225801815,0.9401331083017546,0.945462952435286,0.930411984102966,18.28169345855713,1.3317370414733887,Edge Prediction,Random Forest Classifier,scikit-learn,AmanitaMuscariaKoideBx008,4229,157014,Connected Monte Carlo,8,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.430511474609375e-05,2.384185791015625e-06,1.430511474609375e-06,25.67438793182373,25.526888608932495,3.0994415283203125e-06,1.6689300537109375e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,378,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
test,0.8000050950870623,1.0,True,False,0.7751978713918981,69.14052152682521,0.7687089994267882,0.14786287381473373,0.8386090057958092,5.763022888713498,0.8902655422050417,0.16139099420419079,0.06990000636902105,0.8843544997133941,0.2940631860484778,0.8521371261852663,0.9230607452066318,0.08335232019442541,0.8008500137098985,0.7719466173741822,0.8843544997133941,0.5,0.07693925479336815,0.8894133410478554,0.930099993630979,0.9340824176559016,0.8787432750961093,18.28169345855713,1.3317370414733887,Edge Prediction,Random Forest Classifier,scikit-learn,AmanitaMuscariaKoideBx008,4229,157014,Connected Monte Carlo,8,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.430511474609375e-05,2.384185791015625e-06,1.430511474609375e-06,25.67438793182373,25.526888608932495,3.0994415283203125e-06,1.6689300537109375e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,378,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
train,0.8000050950870623,1.0,True,False,0.7829042920456208,79.69659780448103,0.7735327834920231,0.15137598220372428,0.8320622233544566,5.6060677885754915,0.8938425640910439,0.16793777664554344,0.05852943986243353,0.8867663917460116,0.2969373624647499,0.8486240177962757,0.9342802742493452,0.07034262368801249,0.80609650527923,0.7782044308752687,0.8867663917460116,0.5,0.06571972575065478,0.8926394607630385,0.9414705601375665,0.9453487850985317,0.9298743687551964,19.4638991355896,1.3224973678588867,Edge Prediction,Random Forest Classifier,scikit-learn,AmanitaMuscariaKoideBx008,4229,157014,Connected Monte Carlo,9,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.430511474609375e-05,2.384185791015625e-06,1.430511474609375e-06,25.671069860458374,25.519418954849243,3.0994415283203125e-06,1.430511474609375e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,420,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
test,0.8000050950870623,1.0,True,False,0.7669903963024711,65.32059952165423,0.7583911852748233,0.15711118150142545,0.8262531048977773,5.364919354838711,0.8863908648257481,0.17374689510222274,0.06786191962295396,0.8791955926374116,0.3015472792804814,0.8428888184985746,0.9241015778038965,0.08213212055808218,0.7941559498616311,0.762678671359202,0.8791955926374116,0.5,0.07589842219610357,0.885269700131561,0.932138080377046,0.9315251153387694,0.8776114364919659,19.4638991355896,1.3224973678588867,Edge Prediction,Random Forest Classifier,scikit-learn,AmanitaMuscariaKoideBx008,4229,157014,Connected Monte Carlo,9,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.430511474609375e-05,2.384185791015625e-06,1.430511474609375e-06,25.671069860458374,25.519418954849243,3.0994415283203125e-06,1.430511474609375e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,420,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
train,0.8,1.0,True,False,0.8664474964816691,214.03411149577175,0.8646383134515057,0.08657247682331748,0.9094715806815755,10.551015249810433,0.9340640143666822,0.09052841931842448,0.04483326723006986,0.9323191567257528,0.23539200556185327,0.9134275231766825,0.9530199733049866,0.04929595182784156,0.875875140756905,0.8655424322655648,0.9323191567257528,0.5,0.046980026695013465,0.9338309589235181,0.9551667327699301,0.9689466747041872,0.9599456358811203,65.16267991065979,3.1344926357269287,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,0,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,69.45624446868896,69.21020150184631,3.814697265625e-06,1.9073486328125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,42,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
test,0.8,1.0,True,False,0.7901453742046909,73.94963633078675,0.789242456600665,0.09157219994316212,0.9115233242822711,9.92034482758621,0.8929414652931038,0.08847667571772888,0.12228086768160595,0.8946212283003325,0.24098372115786862,0.9084278000568379,0.881717574147853,0.13415001506175314,0.8063738543038933,0.7896937863558015,0.8946212283003325,0.5,0.11828242585214697,0.892809483909009,0.877719132318394,0.9466670135924097,0.9173609400558868,65.16267991065979,3.1344926357269287,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,0,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,69.45624446868896,69.21020150184631,3.814697265625e-06,1.9073486328125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,42,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
train,0.8,1.0,True,False,0.8604215005446716,196.94090070599455,0.8581932452634469,0.09168239221948038,0.9036519510632456,9.907219759341357,0.9311426662309317,0.09634804893675442,0.045458705799798604,0.9290966226317234,0.24110482153933926,0.9083176077805196,0.9521038927641519,0.05030554711502748,0.8706553499373869,0.8593066506474137,0.9290966226317234,0.5,0.04789610723584815,0.9308559697718009,0.9545412942002014,0.9659759515809432,0.9553179829406869,63.830575466156006,3.258079767227173,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,1,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,69.27545189857483,69.01861953735352,7.867813110351562e-06,4.291534423828125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,84,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
test,0.8,1.0,True,False,0.785330153303331,69.65779006062866,0.7849101504103486,0.09825416159155498,0.9040180614455259,9.177685950413228,0.891257973490813,0.09598193855447412,0.11910791103517715,0.8924550752051743,0.24817162149058702,0.901745838408445,0.883584314894886,0.13175390638182988,0.8037469030982936,0.7851201237715791,0.8924550752051743,0.5,0.11641568510511406,0.8911969874683623,0.8808920889648229,0.9442431491288479,0.9087037524189066,63.830575466156006,3.258079767227173,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,1,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,69.27545189857483,69.01861953735352,7.867813110351562e-06,4.291534423828125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,84,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
train,0.8,1.0,True,False,0.8697763549576281,222.55045080546375,0.868333740122647,0.08282306381575333,0.9138038868718918,11.073931510485794,0.9356670167858469,0.08619611312810815,0.04547014674924488,0.9341668700613235,0.23106685981095243,0.9171769361842467,0.9525994187733813,0.049759196040298125,0.878782239886524,0.8690547482009404,0.9341668700613235,0.5,0.04740058122661875,0.9354806759719012,0.9545298532507551,0.9681469022369812,0.9578070436965486,64.25324177742004,3.1404378414154053,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,2,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,68.91665148735046,68.6758279800415,7.62939453125e-06,4.291534423828125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,126,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
test,0.8,1.0,True,False,0.7899378578479439,73.73121412811102,0.7890746560087867,0.09197469512676104,0.9110656863044208,9.872555746140648,0.8928910137285766,0.08893431369557925,0.12199103029563418,0.8945373280043933,0.24142562762311742,0.908025304873239,0.881912552974705,0.1338992699752194,0.8063011319063096,0.7895061389562998,0.8945373280043933,0.5,0.11808744702529496,0.8927649079811697,0.8780089697043658,0.9460983193674251,0.9083008189804824,64.25324177742004,3.1404378414154053,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,2,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,68.91665148735046,68.6758279800415,7.62939453125e-06,4.291534423828125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,126,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
train,0.8,1.0,True,False,0.8574562861374835,191.43098578938947,0.8547647740793849,0.09529192111430917,0.8993692223205296,9.49406904915299,0.9297064451791697,0.10063077767947037,0.044604448241144734,0.9273823870396924,0.2450232876554618,0.9047080788856908,0.9527482072517928,0.049595257580704696,0.8680436447299578,0.8561094723826238,0.9273823870396924,0.5,0.047251792748207254,0.9293612032875614,0.9553955517588553,0.9661287602223,0.9548637889206696,63.924580097198486,3.1142497062683105,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,3,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,69.20258212089539,68.96062397956848,8.58306884765625e-06,4.291534423828125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,168,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
test,0.8,1.0,True,False,0.7828935078560355,67.62039634965274,0.7827287427159288,0.10287447951333528,0.898617933306892,8.72058380981041,0.8905943914369597,0.10138206669310801,0.11588919059096314,0.8913643713579644,0.25296836482555685,0.8971255204866647,0.8857679873693707,0.12896380797175253,0.8027285318559557,0.7828111209510361,0.8913643713579644,0.5,0.11423201263062928,0.8905706185606613,0.8841108094090369,0.943092536644238,0.9045535514138694,63.924580097198486,3.1142497062683105,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,3,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,69.20258212089539,68.96062397956848,8.58306884765625e-06,4.291534423828125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,168,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
train,0.8,1.0,True,False,0.8632454862358312,205.5364728140442,0.8611373829209508,0.08970687637640185,0.9058600543063734,10.147417459995951,0.9325140124370089,0.0941399456936266,0.04472267138542274,0.9305686914604754,0.23892001663282603,0.9102931236235982,0.9529523626122332,0.04937039796910723,0.8730851408674072,0.8621907902752426,0.9305686914604754,0.5,0.04704763738776689,0.9322428776121625,0.9552773286145773,0.9669137425650304,0.9572817518399976,63.798643827438354,3.1150312423706055,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,4,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,68.83086228370667,68.59016919136047,8.106231689453125e-06,4.291534423828125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,210,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
test,0.8,1.0,True,False,0.7878952035615452,71.74642844806176,0.7873356316929554,0.09555377936590026,0.9069927083015529,9.465310808594387,0.8923131904904964,0.09300729169844713,0.11965707660859748,0.8936678158464777,0.24530399084792376,0.9044462206340997,0.8834489829274453,0.1319272751736549,0.8054318851097682,0.7876153679328374,0.8936678158464777,0.5,0.11655101707255464,0.8922318163897929,0.8803429233914025,0.9439584782104113,0.9101516033780316,63.798643827438354,3.1150312423706055,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,4,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,68.83086228370667,68.59016919136047,8.106231689453125e-06,4.291534423828125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,210,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
train,0.8,1.0,True,False,0.865996736581204,210.31317467313622,0.8643713579644263,0.08576044682282069,0.9105241480306312,10.66038700878015,0.9338334150206727,0.0894758519693688,0.046152790066204985,0.9321856789822132,0.23446522460927174,0.9142395531771793,0.9517571834040246,0.0506881560099517,0.8755101897941039,0.8651836655828962,0.9321856789822132,0.5,0.04824281659597538,0.9336234956848927,0.953847209933795,0.9679052836924078,0.9575360964719695,65.06677103042603,3.1370277404785156,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,5,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,69.20433688163757,68.95877838134766,8.58306884765625e-06,4.291534423828125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,252,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
test,0.8,1.0,True,False,0.7901739776199141,73.72713842841029,0.7894560209903285,0.09300386926295257,0.9097995545657016,9.752240825300191,0.8932217034000911,0.09020044543429839,0.12034353357537297,0.8947280104951643,0.2425502040193665,0.9069961307370474,0.8831778468828668,0.132274777418219,0.8068759007653882,0.7898149177256141,0.8947280104951643,0.5,0.11682215311713312,0.8931171204658799,0.879656466424627,0.9470153033616677,0.9147481319058366,65.06677103042603,3.1370277404785156,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,5,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,69.20433688163757,68.95877838134766,8.58306884765625e-06,4.291534423828125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,252,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
train,0.8,1.0,True,False,0.86769820839061,217.74166426151737,0.8659807181865333,0.08545285926055746,0.9107453397199256,10.702358571184412,0.9346698797488852,0.08925466028007445,0.044764621533392335,0.9329903590932667,0.23411276014530927,0.9145471407394425,0.9531510676511674,0.049151633921243505,0.8769623975912051,0.8668390379253051,0.9329903590932667,0.5,0.04684893234883257,0.9344485523169271,0.9552353784666077,0.9667913629706267,0.9562537686273906,65.4077045917511,3.123863458633423,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,6,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,69.00931191444397,68.76476860046387,8.821487426757812e-06,4.291534423828125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,294,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
test,0.8,1.0,True,False,0.7928933914126861,75.62163231565705,0.7924001586478324,0.09366542029756408,0.9086707142203374,9.676298647068647,0.8949606441547365,0.0913292857796626,0.1162705555725051,0.8962000793239162,0.243269052422111,0.9063345797024359,0.8865588117102502,0.12795675457887756,0.8097734166422051,0.7926467366653509,0.8962000793239162,0.5,0.1134411882897498,0.8948892819352298,0.8837294444274949,0.9450197793609054,0.9064153631781591,65.4077045917511,3.123863458633423,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,6,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,69.00931191444397,68.76476860046387,8.821487426757812e-06,4.291534423828125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,294,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
train,0.8,1.0,True,False,0.8685858302336724,219.2216672211143,0.8670332855355889,0.0840681736686888,0.912377581840925,10.895107938718656,0.9350933334179303,0.08762241815907501,0.045344296305336096,0.9335166427677944,0.2325162952871638,0.9159318263313112,0.9526540039023613,0.04969904698211006,0.8777455188083817,0.8678092106892842,0.9335166427677944,0.5,0.047345996097638676,0.9348929447749655,0.9546557036946639,0.9681501827501411,0.9578930903056788,65.11862635612488,3.1729447841644287,Edge Prediction,Random Forest Classifier,scikit-learn,AlligatorSinensis,14002,327770,Connected Monte Carlo,7,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.4066696166992188e-05,2.1457672119140625e-06,2.1457672119140625e-06,68.8228108882904,68.5652723312378,8.821487426757812e-06,5.4836273193359375e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,336,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,True,False,False,True,f32
